epoch,kl_weight,lr,kl_loss,recon_loss,loss,mode
0,0.0001,0.0002926829491861255,47.401800537109374,0.13740470707416536,0.14214488565921785,Train
0,0.0001,0.0,47.43500118255615,0.13589597642421722,0.1406394772231579,Eval
1,0.000145,0.00027144804065905466,48.5246280670166,0.1340263418853283,0.14106241315603257,Train
1,0.000145,0.0,48.59665451049805,0.13585093021392822,0.14289744347333908,Eval
2,0.00019,0.00023837389521772474,49.444932556152345,0.12528868578374386,0.1346832223236561,Train
2,0.00019,0.0,49.389180755615236,0.1250118173658848,0.13439576104283332,Eval
3,0.00023500000000000002,0.00019669804065905463,50.17760467529297,0.11834569945931435,0.13013743609189987,Train
3,0.00023500000000000002,0.0,50.20132007598877,0.12554218657314778,0.13733949661254882,Eval
4,0.00028000000000000003,0.0001505,50.61152114868164,0.1083390086889267,0.12251023501157761,Train
4,0.00028000000000000003,0.0,50.59217910766601,0.10962527021765708,0.12379107996821404,Eval
5,0.00032500000000000004,0.00010430195934094538,50.953440475463864,0.10440674722194672,0.1209666147828102,Train
5,0.00032500000000000004,0.0,50.851572036743164,0.10434561297297477,0.12087237499654294,Eval
6,0.00037000000000000005,6.262610478227528e-05,51.039529418945314,0.09759473241865635,0.11647935882210732,Train
6,0.00037000000000000005,0.0,50.99181842803955,0.09867973029613494,0.11754670329391956,Eval
7,0.00041500000000000006,2.9551959340945373e-05,51.11848487854004,0.09470891430974007,0.11592308469116688,Train
7,0.00041500000000000006,0.0,51.04730110168457,0.09475371465086938,0.11593834422528744,Eval
8,0.00046000000000000007,8.317050813874547e-06,51.0742244720459,0.0913230512291193,0.11481719464063644,Train
8,0.00046000000000000007,0.0,51.06030788421631,0.09155033379793168,0.1150380752980709,Eval
9,0.000505,1e-06,51.05197048187256,0.08970988020300866,0.11549112536013126,Train
9,0.000505,0.0,51.01284065246582,0.09099428206682206,0.11675576753914356,Eval
10,0.00055,0.0002926829491861255,49.175727653503415,0.11785950362682343,0.1449061542749405,Train
10,0.00055,0.0,49.136265182495116,0.11682418882846832,0.14384913742542266,Eval
11,0.000595,0.00027144804065905466,48.88228797912598,0.11231974400579929,0.14140470400452615,Train
11,0.000595,0.0,48.84974327087402,0.11129083633422851,0.14035643264651299,Eval
12,0.00064,0.00023837389521772474,48.85716075897217,0.1060949757695198,0.1373635582625866,Train
12,0.00064,0.0,48.87463550567627,0.10620874986052513,0.137488517165184,Eval
13,0.0006850000000000001,0.00019669804065905463,48.8604923248291,0.09926836863160134,0.13273780569434165,Train
13,0.0006850000000000001,0.0,49.0226333618164,0.10633155889809132,0.13991206139326096,Eval
